contract_id,customer_id,contract_start,contract_term,deposit,monthly_amt
962,26,7/28/2019,4,"$77,000.00","$24,300.00"
963,9,3/8/2019,24,"$43,000.00","$18,600.00"
964,62,6/3/2019,1,"$37,000.00","$17,700.00"
965,27,2/5/2019,12,"$30,000.00","$10,600.00"
966,102,4/3/2019,7,"$66,000.00","$12,800.00"
967,137,3/2/2019,9,"$16,000.00","$19,500.00"
968,95,1/19/2019,7,"$47,000.00","$12,400.00"
969,70,8/11/2019,18,"$92,000.00","$22,000.00"
970,177,10/22/2019,17,"$74,000.00","$8,900.00"
971,178,7/12/2019,23,"$33,000.00","$20,600.00"
972,185,10/3/2019,10,"$93,000.00","$15,100.00"
973,200,8/21/2019,1,"$47,000.00","$12,300.00"
974,107,12/10/2019,24,"$14,000.00","$19,900.00"
975,47,9/25/2019,22,"$75,000.00","$15,600.00"
976,199,1/27/2019,5,"$94,000.00","$17,700.00"
977,196,3/16/2019,12,"$30,000.00","$8,900.00"
978,166,11/21/2019,10,"$43,000.00","$20,900.00"
979,182,5/2/2019,22,"$67,000.00","$19,000.00"
980,47,10/23/2019,15,"$24,000.00","$9,400.00"
981,164,8/20/2019,11,"$30,000.00","$23,400.00"
982,178,12/20/2019,6,"$66,000.00","$7,400.00"
983,45,1/5/2019,17,"$93,000.00","$22,100.00"
984,58,7/4/2019,17,"$60,000.00","$23,300.00"
985,129,9/24/2019,23,"$17,000.00","$10,200.00"
986,24,5/20/2019,15,"$84,000.00","$22,500.00"
987,156,12/25/2019,4,"$53,000.00","$8,500.00"
988,143,2/20/2019,22,"$83,000.00","$18,300.00"
989,53,1/19/2019,9,"$14,000.00","$8,900.00"
990,119,11/5/2019,19,"$46,000.00","$10,800.00"
991,39,12/29/2019,21,"$17,000.00","$20,500.00"
992,167,10/11/2019,19,"$28,000.00","$6,600.00"
993,32,1/5/2019,16,"$10,000.00","$16,900.00"
994,164,10/22/2019,20,"$26,000.00","$15,800.00"
995,17,11/2/2019,8,"$41,000.00","$14,600.00"
996,57,11/8/2019,15,"$38,000.00","$5,300.00"
997,126,1/13/2019,20,"$28,000.00","$16,000.00"
998,89,5/8/2019,7,"$73,000.00","$18,400.00"
999,52,3/26/2019,7,"$63,000.00","$21,600.00"
1000,3,3/19/2019,16,"$23,000.00","$15,700.00"
